StudentID,TrackID,First Name,Last Name,DateOfBirth,MilitaryStatus,Gender,EnrollmentDate,GraduationDate,Graduate,MaritalStatus,RelatedFaculty,University,Username,Password
6534,3,Awad,Burhan,1997-03-20,Exempted,0,2019-01-01,2019-09-30,1,Unmarried,1,Ain Shams University,mblucheret,ebassinghamet
6535,3,Aqeel,Burhan,1999-06-01,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,0,Alexandria University,kciraldoeu,mcopsoneu
6536,3,Faiz,Sabry,1995-06-01,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Alexandria University,choutbieev,jgalfourev
6537,3,Nadia,Ayman,1999-08-12,,1,2023-01-01,2023-09-30,0,Married,1,Ain Shams University,scowardew,etopleyew
6538,3,Ziad,Anwar,1999-10-28,Exempted,0,2021-01-01,2021-09-30,1,Divorced,0,Cairo University,cbeiderbeckex,sfoystonex
6539,3,Nehal,Ziad,1999-12-20,,1,2023-01-01,2023-09-30,0,Married,1,Ain Shams University,gcabraley,cgleaveey
6540,3,Azeem,Fahmi,1996-02-07,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Alexandria University,hfassmanez,lhumbeeez
6541,3,Jana,Anas,1998-04-18,,1,2020-01-01,2020-09-30,1,Unmarried,1,Cairo University,bjaycoxf0,cdebenhamf0
6542,3,Aziz,Fadel,1999-10-13,Postponed,0,2022-01-01,2022-09-30,1,Divorced,0,Mansora University,shogsdenf1,lmorrishf1
6543,3,Lama,Barakat,1996-03-01,,1,2023-01-01,2023-09-30,0,Widowed,1,Mansora University,nmcmeekinf2,stamesf2
6544,3,Feyrouz,Ibrahim,1998-06-16,,1,2023-01-01,2023-09-30,0,Divorced,0,Alexandria University,esollarsf3,jinettf3
6545,3,Zaki,Boulos,1998-09-14,Exempted,0,2020-01-01,2020-09-30,1,Unmarried,1,Menia University,yaiskriggf4,askulletf4
6546,3,Leila,Saher,1995-09-04,,1,2017-01-01,2017-09-30,1,Unmarried,1,Cairo University,gtrebyf5,crobkenf5
6547,3,Alaa,Fahri,1997-08-05,,1,2017-01-01,2017-09-30,1,Unmarried,1,Menia University,athoroldf6,rprugelf6
6548,3,Refaat,Azmi,1997-11-28,Postponed,0,2020-01-01,2020-09-30,1,Unmarried,1,Alexandria University,tocrianef7,mcarranef7
6549,3,Karima,Badr,1996-02-27,,1,2023-01-01,2023-09-30,0,Unmarried,1,Mansora University,khamlynf8,ntowllf8
6550,3,Asad,Ayman,1999-02-13,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,0,Mansora University,cchallicef9,jhinstockf9
6551,3,Asadullah,Aziz,1999-04-05,Completed,0,2022-01-01,2022-09-30,1,Unmarried,0,Menia University,mrothamfa,bmembryfa
6552,3,Farouk,Samer,1996-09-07,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Alexandria University,screekfb,dleonidafb
6553,3,Asil,Moaaz,1999-06-21,Exempted,0,2022-01-01,2022-09-30,1,Unmarried,1,Menia University,wcaddickfc,qdurnianfc
6554,3,Allam,Boutros,1998-10-11,Completed,0,2023-01-01,2023-09-30,0,Divorced,1,Mansora University,sparonifd,gmastersonfd
6555,3,Asghar,Ahmed,1997-04-22,Exempted,0,2019-01-01,2019-09-30,1,Married,1,Alexandria University,cmaidenfe,mmathivonfe
6556,3,Dalia,Gomaa,1995-08-27,,1,2017-01-01,2017-09-30,1,Married,1,Ain Shams University,rcovetff,lwelfareff
6557,3,Besma,Aziz,1998-01-25,,1,2020-01-01,2020-09-30,1,Unmarried,1,Cairo University,kduerfg,rpilgrimfg
6558,3,Asma,Badr,1999-10-14,,1,2023-01-01,2023-09-30,0,Unmarried,1,Mansora University,elarrettfh,cmartinellifh
6559,3,Anis,Badr,1999-05-31,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,0,Menia University,nbramhillfi,pwinterfloodfi
6560,3,Samer,Boutros,1995-05-11,Exempted,0,2021-01-01,2021-09-30,1,Unmarried,0,Ain Shams University,khenkerfj,zudalefj
6561,3,Madiha,Ramadan,1995-07-20,,1,2022-01-01,2022-09-30,1,Unmarried,1,Alexandria University,athorneyworkfk,lgumleyfk
6562,3,Asghar,Faisal,1998-06-27,Exempted,0,2021-01-01,2021-09-30,1,Widowed,1,Alexandria University,brivelesfl,kcoulingfl
6563,3,Amira,Halim,1998-12-22,,1,2023-01-01,2023-09-30,0,Married,0,Helwan University,athorwarthfm,omcknishfm
6564,3,Arwa,Faiz,1995-05-13,,1,2019-01-01,2019-09-30,1,Divorced,1,Alexandria University,rbattisonfn,jvlahosfn
6565,3,Ramy,Bakr,2000-01-13,Exempted,0,2017-01-01,2017-09-30,1,Unmarried,1,Cairo University,tdilgarnofo,hitzigfo
6566,3,Moaaz,Asadullah,1996-04-10,Postponed,0,2023-01-01,2023-09-30,0,Unmarried,1,Ain Shams University,mvanthoogfp,dharderfp
6567,3,Magdy,Asem,1996-12-13,Exempted,0,2018-01-01,2018-09-30,1,Divorced,1,Mansora University,nrobardeyfq,mdudeneyfq
6568,3,Anas,Refaat,1997-09-03,Exempted,0,2021-01-01,2021-09-30,1,Divorced,1,Menia University,tschorahfr,craviliousfr
6569,3,Hamida,Anis,1995-09-05,,1,2023-01-01,2023-09-30,0,Unmarried,0,Ain Shams University,dtrimmellfs,jcarahfs
6570,3,Sara,Mina,1995-11-20,,1,2022-01-01,2022-09-30,1,Unmarried,0,Alexandria University,ascapensft,jallamft
6571,3,Doaa,Aly,1998-10-01,,1,2021-01-01,2021-09-30,1,Married,0,Menia University,alautiefu,aciccottinifu
6572,3,Afaf,Helmy,1999-12-13,,1,2017-01-01,2017-09-30,1,Married,1,Menia University,krojfv,mknokfv
6573,3,Asma,Saher,1997-04-03,,1,2021-01-01,2021-09-30,1,Unmarried,1,Alexandria University,acurnickfw,ddyetfw
6574,3,Lama,Azizullah,1996-06-15,,1,2020-01-01,2020-09-30,1,Unmarried,0,Menia University,amorforthfx,dmacaleesfx
6575,3,Salah,Bashir,1999-09-19,Completed,0,2021-01-01,2021-09-30,1,Unmarried,0,Helwan University,gerskinfy,wmorffewfy
6576,3,Boutheina,Azmi,1998-07-03,,1,2019-01-01,2019-09-30,1,Unmarried,0,Ain Shams University,nheildfz,kyanceyfz
6577,3,Samer,Asil,1998-10-05,Completed,0,2020-01-01,2020-09-30,1,Unmarried,1,Cairo University,fmeachg0,rshilstoneg0
6578,3,Sarah,Hamdy,1998-09-02,,1,2021-01-01,2021-09-30,1,Unmarried,1,Alexandria University,fperkinsg1,jmacaindreisg1
6579,3,Islam,Barakat,1996-10-30,Completed,0,2022-01-01,2022-09-30,1,Unmarried,1,Helwan University,ycressinghamg2,bmathewg2
6580,3,Abbas,Abbas,1995-08-13,Exempted,0,2022-01-01,2022-09-30,1,Unmarried,1,Alexandria University,nkapelhoffg3,fhanseg3
6581,3,Shrouk,Barakat,1995-06-25,,1,2023-01-01,2023-09-30,0,Unmarried,1,Ain Shams University,aarmstrongg4,bcockneyg4
6582,3,Boulos,Aly,1997-08-31,Exempted,0,2022-01-01,2022-09-30,1,Unmarried,0,Alexandria University,tetchellg5,lswiffing5
6583,3,Boulos,Mamdouh,1996-08-07,Completed,0,2017-01-01,2017-09-30,1,Unmarried,1,Alexandria University,mtrubshawg6,adesportg6
6584,3,Samer,Islam,1995-12-22,Completed,0,2022-01-01,2022-09-30,1,Widowed,1,Helwan University,rgabbotg7,gfarthingg7
6585,3,Nadine,Asadullah,1999-01-01,,1,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,badaog8,ejanosevicg8
6586,3,Afaf,Faiz,1995-11-03,,1,2021-01-01,2021-09-30,1,Unmarried,1,Mansora University,bkimbroughg9,scopplestoneg9
6587,3,Lamia,Bahaa,1995-11-07,,1,2021-01-01,2021-09-30,1,Widowed,1,Menia University,dsillettga,sgianettiniga
6588,3,Feyrouz,Ataullah,1999-12-01,,1,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,gsprossongb,jfrippgb
6589,3,Othman,Othman,1998-02-19,Exempted,0,2022-01-01,2022-09-30,1,Unmarried,1,Cairo University,astanlakegc,smacveighgc
6590,3,Mona,Asad,1995-11-01,,1,2021-01-01,2021-09-30,1,Unmarried,1,Menia University,fhamsongd,bwernergd
6591,3,Fahd,Faiz,1999-01-17,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Helwan University,whammermange,tmeelandge
6592,3,Nahla,Othman,1996-01-07,,1,2019-01-01,2019-09-30,1,Unmarried,1,Alexandria University,rchrestiengf,hkeesgf
6593,3,Ziad,Burhan,1998-07-01,Postponed,0,2017-01-01,2017-09-30,1,Married,1,Ain Shams University,smunkleygg,adunguygg
6594,3,Naila,Helmy,1996-08-20,,1,2017-01-01,2017-09-30,1,Married,1,Ain Shams University,vbangleygh,msifleetgh
6595,3,Nehal,Ahmed,1999-10-13,,1,2021-01-01,2021-09-30,1,Unmarried,0,Mansora University,bwaldrongi,sfearnyoughgi
6596,3,Hamida,Azizullah,1998-02-02,,1,2023-01-01,2023-09-30,0,Married,0,Alexandria University,awicklingj,rbrakespeargj
6597,3,Hala,Barkat,1995-11-09,,1,2017-01-01,2017-09-30,1,Unmarried,1,Cairo University,amcgrailgk,shartillgk
6598,3,Sara,Ashraf,1997-01-14,,1,2023-01-01,2023-09-30,0,Divorced,1,Menia University,kkarshgl,rfawcusgl
6599,3,Islam,Aziz,1997-11-17,Completed,0,2018-01-01,2018-09-30,1,Unmarried,0,Menia University,vblakesleegm,ocastelluzzigm
6600,3,Leila,Anas,1996-06-08,,1,2018-01-01,2018-09-30,1,Unmarried,1,Mansora University,clabordagn,hwelchgn
6601,3,Azmi,Said,1995-08-17,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,1,Helwan University,bforsydego,lromaingo
6602,3,Gomaa,Awad,1997-11-19,Exempted,0,2020-01-01,2020-09-30,1,Unmarried,1,Mansora University,msillisgp,ebarbrookgp
6603,3,Mona,David,1997-08-01,,1,2021-01-01,2021-09-30,1,Married,1,Helwan University,kjelphsgq,ponraetgq
6604,3,Asil,Barakat,1996-04-13,Completed,0,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,jsirettgr,cdawidgr
6605,3,Karima,Ayad,1995-08-31,,1,2023-01-01,2023-09-30,0,Divorced,1,Mansora University,kmcmillangs,astoodersgs
6606,3,Ahmed,Azizullah,1996-04-23,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,1,Ain Shams University,ndwinegt,skristofgt
6607,3,Ashraqat,Bashir,1995-11-20,,1,2020-01-01,2020-09-30,1,Unmarried,1,Menia University,plurrimangu,ncettellgu
6608,3,Alya,Zaki,1999-08-31,,1,2023-01-01,2023-09-30,0,Unmarried,1,Helwan University,amcbeathgv,wcappellgv
6609,3,Halim,Barkatullah,2000-01-15,Completed,0,2017-01-01,2017-09-30,1,Unmarried,1,Helwan University,cgrundgw,sianiellogw
6610,3,Hamida,Boutros,1999-10-16,,1,2017-01-01,2017-09-30,1,Divorced,1,Cairo University,rqueyosgx,blongcastergx
6611,3,Magdy,Barkat,2000-01-01,Exempted,0,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,tvogtgy,pbreartongy
6612,3,Salah,Sabry,1996-02-13,Completed,0,2022-01-01,2022-09-30,1,Unmarried,1,Ain Shams University,hwestreygz,tdjorvicgz
6613,3,Boutheina,Bilal,1998-09-25,,1,2019-01-01,2019-09-30,1,Unmarried,1,Menia University,dbriggsh0,bprettymanh0
6614,3,Nahla,Said,1999-07-23,,1,2018-01-01,2018-09-30,1,Unmarried,1,Ain Shams University,ccornesh1,ahrachovech1
6615,3,Aziz,Azeem,1999-10-26,Completed,0,2017-01-01,2017-09-30,1,Unmarried,1,Menia University,asaunperh2,nconnorsh2
6616,3,Refaat,Azimullah,1996-11-12,Completed,0,2017-01-01,2017-09-30,1,Married,1,Helwan University,bboiceh3,dsouthcombeh3
6617,3,Eva,Saher,1995-04-24,,1,2021-01-01,2021-09-30,1,Unmarried,0,Ain Shams University,hdouchh4,msecreth4
6618,3,Ahmed,Ayad,1996-04-15,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,1,Ain Shams University,fdaineh5,gsandryh5
6619,3,Jamila,Asghar,1999-12-11,,1,2020-01-01,2020-09-30,1,Unmarried,0,Helwan University,dyaneevh6,fdunwoodyh6
6620,3,Asghar,Mina,1995-09-07,Exempted,0,2021-01-01,2021-09-30,1,Married,0,Alexandria University,effrenchbeytaghh7,kcruxtonh7
6621,3,Fahri,Saeed,1996-12-29,Exempted,0,2017-01-01,2017-09-30,1,Divorced,1,Alexandria University,ofarleighh8,wswofferh8
6622,3,Boutheina,Mina,1997-03-03,,1,2020-01-01,2020-09-30,1,Married,1,Cairo University,hsondonh9,kscraneyh9
6623,3,Lama,Azeem,1999-06-13,,1,2023-01-01,2023-09-30,0,Married,0,Menia University,mbaigrieha,kwetheraldha
6624,3,Ramy,Boutros,1996-03-25,Postponed,0,2022-01-01,2022-09-30,1,Unmarried,1,Helwan University,cdjorvichb,cmarchellihb
6625,3,Habiba,Saeed,1998-11-28,,1,2021-01-01,2021-09-30,1,Widowed,0,Mansora University,mschulkehc,eburnardhc
6626,3,Feyrouz,Asad,1998-12-29,,1,2018-01-01,2018-09-30,1,Married,1,Cairo University,bmaddiganhd,ashivellhd
6627,3,Othman,Saher,1999-11-16,Exempted,0,2020-01-01,2020-09-30,1,Unmarried,0,Menia University,jtwydellhe,rhalksworthhe
6628,3,Ahmed,Ayub,1996-02-29,Exempted,0,2023-01-01,2023-09-30,0,Married,0,Mansora University,tcastellacciohf,ggrannellhf
6629,3,Bakir,Zaki,1996-09-09,Exempted,0,2019-01-01,2019-09-30,1,Widowed,1,Cairo University,etresvinahg,aroscowhg
6630,3,Sara,Ashraf,1996-06-25,,1,2017-01-01,2017-09-30,1,Married,1,Alexandria University,ndeeneyhh,etuckeyhh
6631,3,Joud,Ashraf,1996-01-19,,1,2017-01-01,2017-09-30,1,Unmarried,1,Ain Shams University,tdenninghi,wvarranhi
6632,3,Jena,Ayub,1996-08-19,,1,2021-01-01,2021-09-30,1,Unmarried,1,Menia University,cmacquirehj,pprendergrasshj
6633,3,Najat,Aziz,1998-12-27,,1,2023-01-01,2023-09-30,0,Married,1,Mansora University,iscotfordhk,bdaviohk
6634,3,Latifa,Asem,1995-11-25,,1,2020-01-01,2020-09-30,1,Unmarried,1,Helwan University,mrusthl,cbanbrickhl
6635,3,Asad,Azmi,1997-05-29,Exempted,0,2020-01-01,2020-09-30,1,Married,1,Ain Shams University,tsoulsbyhm,lgrigoliishm
6636,3,Samer,David,1997-10-04,Postponed,0,2017-01-01,2017-09-30,1,Unmarried,1,Ain Shams University,kgaytonhn,bridehn
6637,3,Alya,Azimullah,1999-10-04,,1,2018-01-01,2018-09-30,1,Unmarried,0,Cairo University,hwharinho,dmattho
6638,3,Jumana,Ziad,1999-01-17,,1,2023-01-01,2023-09-30,0,Unmarried,0,Menia University,cbarfieldhp,ldashkovhp
6639,3,Ashour,Anis,1998-06-09,Completed,0,2018-01-01,2018-09-30,1,Unmarried,0,Ain Shams University,bpassfieldhq,sdonneelyhq
6640,3,Fahri,Azeem,1995-03-19,Exempted,0,2022-01-01,2022-09-30,1,Widowed,0,Menia University,hfinicjhr,eallsopphr
6641,3,Fahd,Ataullah,1997-02-26,Completed,0,2021-01-01,2021-09-30,1,Divorced,1,Mansora University,yginihs,lendlehs
6642,3,Faisal,Faiz,1995-10-14,Postponed,0,2021-01-01,2021-09-30,1,Divorced,1,Menia University,gkarpushkinht,mfidgeonht
6643,3,Dina,Azmi,1996-05-17,,1,2018-01-01,2018-09-30,1,Unmarried,1,Alexandria University,abarberyhu,cabelsonhu
6644,3,Barkat,Asem,1997-02-23,Completed,0,2017-01-01,2017-09-30,1,Unmarried,0,Menia University,nwoodfieldhv,mtohillhv
6645,3,Hamdy,Aziz,1998-05-26,Completed,0,2022-01-01,2022-09-30,1,Unmarried,0,Menia University,cambrosonihw,lmckennahw
6646,3,Shrouk,Barakat,1999-04-25,,1,2017-01-01,2017-09-30,1,Unmarried,0,Ain Shams University,classenhx,hranyellhx
6647,3,Arwa,Mamdouh,1999-03-02,,1,2022-01-01,2022-09-30,1,Unmarried,1,Helwan University,edwellinghy,fcuphushy
6648,3,Halima,Salah,1999-05-23,,1,2022-01-01,2022-09-30,1,Married,1,Alexandria University,brisebarerhz,lberickhz
6649,3,Halima,Hamdy,1996-05-16,,1,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,lsimoesi0,fsteinori0
6650,3,Farouk,Asem,1999-06-08,Exempted,0,2017-01-01,2017-09-30,1,Married,1,Ain Shams University,wsloyi1,sstudearti1
6651,3,Habiba,Azeem,1998-03-23,,1,2022-01-01,2022-09-30,1,Married,1,Helwan University,mgaraghani2,dtaffreyi2
6652,3,Bilal,Saher,1999-03-28,Postponed,0,2021-01-01,2021-09-30,1,Married,1,Cairo University,wsymondsoni3,nkirmondi3
6653,3,Sara,Mamdouh,1995-02-23,,1,2020-01-01,2020-09-30,1,Widowed,0,Cairo University,kandraudi4,mdukesi4
6654,3,Barkat,Refaat,1995-11-10,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,1,Helwan University,hbagehoti5,bpresketti5
6655,3,Naila,Refaat,1997-01-11,,1,2022-01-01,2022-09-30,1,Unmarried,0,Alexandria University,lpetrescui6,pmolani6
6656,3,Boulos,Ayub,1997-11-03,Completed,0,2021-01-01,2021-09-30,1,Unmarried,0,Alexandria University,rpervewi7,adoyleyi7
6657,3,Jumana,Boulos,1997-07-19,,1,2021-01-01,2021-09-30,1,Married,1,Alexandria University,crubinlichti8,ecourtneyi8
6658,3,Boutros,Boutros,1999-03-02,Completed,0,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,laltofti9,akordti9
6659,3,Nahla,Barakat,1999-12-10,,1,2017-01-01,2017-09-30,1,Divorced,0,Alexandria University,atrowia,fdominiqueia
6660,3,Alya,Boutros,1999-12-13,,1,2023-01-01,2023-09-30,0,Unmarried,1,Mansora University,hdeluzeib,rstaveib
6661,3,Asem,Ashour,1995-11-26,Exempted,0,2020-01-01,2020-09-30,1,Unmarried,1,Alexandria University,esullyic,ldreheric
6662,3,Nafisa,Salah,1998-02-07,,1,2017-01-01,2017-09-30,1,Divorced,1,Alexandria University,rscougalid,rokennyid
6663,3,Mamdouh,Fahri,1996-08-01,Postponed,0,2020-01-01,2020-09-30,1,Unmarried,1,Cairo University,sdaiceie,ldawtryie
6664,3,Ahmed,Aly,1998-12-14,Exempted,0,2023-01-01,2023-09-30,0,Divorced,1,Ain Shams University,chouricanif,agaskinif
6665,3,Moaaz,Anas,1997-04-14,Completed,0,2022-01-01,2022-09-30,1,Unmarried,1,Mansora University,mperaccoig,adowsig
6666,3,Malika,Moaaz,1999-08-02,,1,2019-01-01,2019-09-30,1,Unmarried,0,Cairo University,jmatfinih,asherbrookeih
6667,3,Nasrin,Baha,1999-03-15,,1,2023-01-01,2023-09-30,0,Unmarried,0,Helwan University,jneedii,dklynii
6668,3,Boulos,Aziz,1999-04-15,Exempted,0,2021-01-01,2021-09-30,1,Unmarried,0,Ain Shams University,ljiroutkaij,dbroszkiewiczij
6669,3,Julia,Islam,1998-02-19,,1,2017-01-01,2017-09-30,1,Unmarried,1,Alexandria University,cholttomik,esimenelik
6670,3,Ayman,Awad,1998-12-09,Completed,0,2021-01-01,2021-09-30,1,Unmarried,1,Alexandria University,hmoultil,rhelinil
6671,3,Madiha,Asadullah,1999-12-01,,1,2023-01-01,2023-09-30,0,Widowed,0,Menia University,gmawbyim,wellerayim
6672,3,Azizullah,Helmy,1995-03-07,Exempted,0,2020-01-01,2020-09-30,1,Unmarried,0,Helwan University,pmonksfieldin,vmytonin
6673,3,Fahri,Boutros,1996-08-08,Exempted,0,2018-01-01,2018-09-30,1,Unmarried,1,Menia University,mcowpeio,spamplingio
6674,3,Lara,Anis,1997-12-24,,1,2022-01-01,2022-09-30,1,Married,0,Ain Shams University,agavrielip,wmcpeckip
6675,3,Hala,Boutros,1997-05-03,,1,2018-01-01,2018-09-30,1,Married,1,Alexandria University,kdescroixiq,omcelvogueiq
6676,3,Gomaa,Ahmed,1998-08-31,Completed,0,2022-01-01,2022-09-30,1,Married,0,Cairo University,asodenir,dduffir
6677,3,Azhar,Abbas,1997-03-02,,1,2023-01-01,2023-09-30,0,Unmarried,1,Menia University,mpaddenis,fgrimwoodis
6678,3,Aisha,Badr,1995-05-06,,1,2022-01-01,2022-09-30,1,Divorced,1,Menia University,sblackboroughit,jcandyit
6679,3,Munira,Bashir,1998-08-24,,1,2023-01-01,2023-09-30,0,Divorced,1,Helwan University,rdraytoniu,ogammilliu
6680,3,Madiha,Asem,1996-08-27,,1,2018-01-01,2018-09-30,1,Divorced,1,Mansora University,wslowgraveiv,fchessiv
6681,3,Asma,Zaki,1997-12-20,,1,2018-01-01,2018-09-30,1,Unmarried,1,Mansora University,zjiggensiw,btenbyiw
6682,3,Sarah,Asad,2000-01-19,,1,2023-01-01,2023-09-30,0,Widowed,1,Menia University,hdudeneyix,kedridgeix
6683,3,Othman,Samer,1999-07-24,Postponed,0,2023-01-01,2023-09-30,0,Unmarried,1,Menia University,dmidlariy,jgoomesiy
6684,3,Nadine,Magdy,1997-07-19,,1,2021-01-01,2021-09-30,1,Unmarried,1,Mansora University,tclemmensiz,jleslyiz
6685,3,Atif,Asad,1998-10-26,Completed,0,2017-01-01,2017-09-30,1,Unmarried,1,Alexandria University,bossennaj0,nspaldingj0
6686,3,Ataullah,Awad,1998-10-15,Completed,0,2023-01-01,2023-09-30,0,Married,1,Mansora University,afritzerj1,abegbiej1
6687,3,Latifa,Bilal,1997-02-17,,1,2023-01-01,2023-09-30,0,Unmarried,1,Menia University,etrebilcockj2,pkobkej2
6688,3,Ibrahim,Nour,2000-01-08,Completed,0,2022-01-01,2022-09-30,1,Divorced,1,Mansora University,wgrigolettij3,wcorballisj3
6689,3,Munira,Mina,1999-06-17,,1,2020-01-01,2020-09-30,1,Unmarried,1,Mansora University,aconstablej4,gnethercottj4
6690,3,Magdy,Faheem,1995-05-24,Exempted,0,2017-01-01,2017-09-30,1,Divorced,1,Alexandria University,cvicej5,mcanetj5
6691,3,Amina,Ayman,1999-01-26,,1,2023-01-01,2023-09-30,0,Married,1,Menia University,mlokierj6,sforesj6
6692,3,Lina,Baha,1999-02-17,,1,2021-01-01,2021-09-30,1,Unmarried,0,Helwan University,ssindlej7,obunsonj7
6693,3,Farida,Hamdy,1999-10-14,,1,2023-01-01,2023-09-30,0,Widowed,1,Cairo University,bmccorkindalej8,edreamerj8
6694,3,Fadel,Anis,1997-05-25,Postponed,0,2019-01-01,2019-09-30,1,Unmarried,0,Cairo University,lclapsonj9,ttyddj9
6695,3,Faisal,Burhan,1995-10-19,Exempted,0,2023-01-01,2023-09-30,0,Married,1,Mansora University,tspottswoodja,tmccormickja
6696,3,Abbas,Othman,1997-09-16,Exempted,0,2021-01-01,2021-09-30,1,Unmarried,1,Menia University,cdurrancejb,pmciverjb
6697,3,Ayad,Bakir,1998-05-13,Exempted,0,2017-01-01,2017-09-30,1,Widowed,1,Ain Shams University,aewingtonjc,screeboejc
6698,3,Arwa,Boulos,1995-05-11,,1,2018-01-01,2018-09-30,1,Unmarried,1,Menia University,cvasyutichevjd,cwhippjd
6699,3,Asma,Boutros,1999-09-06,,1,2021-01-01,2021-09-30,1,Unmarried,1,Alexandria University,pvennersje,ekemerje
6700,3,Ahmed,Samer,1995-04-18,Completed,0,2018-01-01,2018-09-30,1,Widowed,1,Ain Shams University,dmogridgejf,abenezjf
6701,3,Bakr,Fahri,1995-08-11,Postponed,0,2019-01-01,2019-09-30,1,Unmarried,1,Helwan University,ahunstonjg,atearjg
6702,3,Asad,Aly,1996-05-18,Exempted,0,2019-01-01,2019-09-30,1,Unmarried,0,Ain Shams University,lhandrikjh,gharmstonjh
6703,3,Ashour,Darwish,1999-03-01,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Cairo University,skarczinskiji,oholliboneji
6704,3,Zaki,Ayman,1999-11-03,Exempted,0,2018-01-01,2018-09-30,1,Unmarried,0,Helwan University,tyatesjj,kpinningtonjj
6705,3,Mamdouh,Abbas,1997-05-23,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Alexandria University,obollisjk,pdjokovicjk
6706,3,Refaat,Barakat,1996-02-07,Completed,0,2017-01-01,2017-09-30,1,Divorced,0,Cairo University,rtotherjl,sbeddinjl
6707,3,Fahmi,Hamdy,1997-04-08,Exempted,0,2022-01-01,2022-09-30,1,Unmarried,0,Cairo University,bormesjm,hgaudenjm
6708,3,Ahmed,Fahd,1997-11-07,Completed,0,2021-01-01,2021-09-30,1,Unmarried,1,Mansora University,tnoorwoodjn,aeasdonjn
6709,3,Ataullah,Hamdy,1996-12-17,Completed,0,2023-01-01,2023-09-30,0,Married,1,Mansora University,jtapleyjo,tstorkesjo
6710,3,Lama,Said,1995-10-20,,1,2018-01-01,2018-09-30,1,Married,1,Helwan University,gprivettjp,llegganjp
6711,3,Mansour,Azizullah,1999-08-19,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Alexandria University,wwickrathjq,tchantlerjq
6712,3,Ramadan,Boutros,1997-05-17,Exempted,0,2017-01-01,2017-09-30,1,Divorced,0,Menia University,jbangjr,wawmackjr
6713,3,Azhar,Azimullah,1999-11-24,,1,2020-01-01,2020-09-30,1,Married,1,Ain Shams University,kdoejs,eexelbyjs
6714,3,Nehal,Gomaa,1999-07-27,,1,2023-01-01,2023-09-30,0,Divorced,0,Mansora University,brickabyjt,jmilkinjt
6715,3,Dalia,Magdy,1998-01-25,,1,2019-01-01,2019-09-30,1,Married,0,Mansora University,lbonifasju,aprogerju
6716,3,Munira,Ramadan,1998-10-02,,1,2021-01-01,2021-09-30,1,Unmarried,0,Cairo University,dchamanjv,achiltonjv
6717,3,Eva,Darwish,1995-07-31,,1,2019-01-01,2019-09-30,1,Unmarried,1,Alexandria University,snockellsjw,larchibaldjw
6718,3,Faisal,Asghar,1997-07-11,Completed,0,2020-01-01,2020-09-30,1,Unmarried,1,Menia University,jsearbyjx,dsangarjx
6719,3,Bashir,Islam,1995-09-20,Completed,0,2022-01-01,2022-09-30,1,Divorced,1,Helwan University,estrotonjy,lnolotjy
6720,3,Aly,Refaat,1997-11-20,Exempted,0,2020-01-01,2020-09-30,1,Divorced,1,Ain Shams University,zmcinilityjz,pspybyjz
6721,3,Fahmi,Fahmi,1996-07-12,Postponed,0,2018-01-01,2018-09-30,1,Unmarried,1,Ain Shams University,mbramsomk0,amasserelk0
6722,3,Ramy,Ayad,1997-12-05,Exempted,0,2023-01-01,2023-09-30,0,Unmarried,1,Ain Shams University,mparkhousek1,ehuzzeyk1
6723,3,Ibrahim,Badr,1998-09-13,Completed,0,2023-01-01,2023-09-30,0,Unmarried,1,Ain Shams University,ajoseffk2,fkennellyk2
6724,3,Fahri,Asem,1999-09-19,Exempted,0,2023-01-01,2023-09-30,0,Divorced,1,Cairo University,athaink3,dsutherlandk3
6725,3,Barakat,Ayman,1998-06-02,Completed,0,2022-01-01,2022-09-30,1,Unmarried,1,Ain Shams University,lspellark4,aswinbournek4
6726,3,Jawahir,Badr,1999-01-28,,1,2019-01-01,2019-09-30,1,Married,1,Alexandria University,gbaudouk5,rhulstromk5
6727,3,Nahla,Bakr,1995-07-30,,1,2020-01-01,2020-09-30,1,Unmarried,1,Alexandria University,bmabonk6,hmougeotk6
6728,3,Asil,Basri,1996-01-23,Postponed,0,2023-01-01,2023-09-30,0,Married,0,Ain Shams University,jgaultk7,llednork7
6729,3,Abeer,Anis,1996-01-05,,1,2021-01-01,2021-09-30,1,Unmarried,0,Helwan University,lwaslingk8,gfancettk8
